restaurant,date,menu_categories_id,id,name,file_path,logo_path,variation_data_id,variation_data_name,variation_data_price
"bonchon",2024-03-14 00:00:00.0000000,2848839,41788417,"6-Pc Bonless Chikin Rack","https://images.deliveryhero.io/image/fd-ph/Products/41750444.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/41750444.jpg?width=%s",47379718,,264
"bonchon",2024-02-12 00:00:00.0000000,2848839,41788418,"12-Pc Bonless Chikin Rack","https://images.deliveryhero.io/image/fd-ph/Products/41750495.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/41750495.jpg?width=%s",47379719,,575
"bonchon",2024-03-14 00:00:00.0000000,2848839,41788418,"12-Pc Bonless Chikin Rack","https://images.deliveryhero.io/image/fd-ph/Products/41750495.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/41750495.jpg?width=%s",47379719,,460
"bonchon",2024-03-14 00:00:00.0000000,2848839,42664441,"Hallyu Mix Bingsu","https://images.deliveryhero.io/image/fd-ph/Products/42520602.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/42520602.jpg?width=%s",48323881,,110.40000000000001
"bonchon",2023-11-28 00:00:00.0000000,3060782,32258914,"Box to Share","https://images.deliveryhero.io/image/fd-ph/Products/32251341.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/32251341.jpg?width=%s",37385119,,920
"bonchon",2023-12-16 00:00:00.0000000,3060782,32258914,"Box to Share","https://images.deliveryhero.io/image/fd-ph/Products/32251341.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/32251341.jpg?width=%s",37385119,,970
"bonchon",2024-02-12 00:00:00.0000000,3060782,32258914,"Box to Share","https://images.deliveryhero.io/image/fd-ph/Products/32251341.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/32251341.jpg?width=%s",37385119,,776
"bonchon",2024-03-14 00:00:00.0000000,3060782,32258914,"Box To Share Chicken","https://images.deliveryhero.io/image/fd-ph/Products/32251341.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/32251341.jpg?width=%s",37385119,,792
"bonchon",2024-03-14 00:00:00.0000000,3060782,42519929,"Box To Share Bonless Chikin","https://images.deliveryhero.io/image/fd-ph/Products/42380776.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/42380776.jpg?width=%s",48173160,,776
"bonchon",2024-03-14 00:00:00.0000000,3060782,42519930,"Box To Share Beef Bulgogi","https://images.deliveryhero.io/image/fd-ph/Products/42380831.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/42380831.jpg?width=%s",48173161,,1088
"bonchon",2024-03-14 00:00:00.0000000,3060782,42519931,"Box To Share Mandu","https://images.deliveryhero.io/image/fd-ph/Products/42380833.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/42380833.jpg?width=%s",48173162,,696
"bonchon",2024-03-14 00:00:00.0000000,3060782,42519932,"Box To Share Seafood","https://images.deliveryhero.io/image/fd-ph/Products/42380870.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/42380870.jpg?width=%s",48173163,,776
"greenwich",2023-01-15 00:00:00.0000000,162637,1536681,"Lasagna Supreme Solo","https://images.deliveryhero.io/image/fd-ph/Products/2645323.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/2645323.jpg?width=%s",2042040,,132
"greenwich",2023-03-14 00:00:00.0000000,162637,8018914,"Creamy Bacon Carbonara Solo","https://images.deliveryhero.io/image/fd-ph/Products/8023501.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/8023501.jpg?width=%s",9559579,,132
"greenwich",2023-03-14 00:00:00.0000000,162637,22630402,"Creamy Carbonara Solo","https://images.deliveryhero.io/image/fd-ph/Products/22553269.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/22553269.jpg?width=%s",26660316,,132
"greenwich",2023-03-14 00:00:00.0000000,1884984,17324998,"6\" Solo Cheesy Bacon & Ham Classic","https://images.deliveryhero.io/image/fd-ph/Products/17281592.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/17281592.jpg?width=%s",20428231,,132
"greenwich",2023-03-14 00:00:00.0000000,1884984,17325001,"6\" Solo Cheeseburger Classic","https://images.deliveryhero.io/image/fd-ph/Products/17281591.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/17281591.jpg?width=%s",20428253,,132
"greenwich",2023-03-14 00:00:00.0000000,1884984,17325002,"6\" Solo Ham & Pineapples Classic","https://images.deliveryhero.io/image/fd-ph/Products/17281624.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/17281624.jpg?width=%s",20428254,,132
"greenwich",2023-03-14 00:00:00.0000000,1884984,17325017,"6\" Solo Ham & Cheese Classic","https://images.deliveryhero.io/image/fd-ph/Products/17281594.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/17281594.jpg?width=%s",20428248,,132
"greenwich",2022-12-11 00:00:00.0000000,2632413,25943019,"Lasagna Supreme Solo","https://images.deliveryhero.io/image/fd-ph/Products/25943019.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/25943019.jpg?width=%s",30535707,,132
"greenwich",2023-05-21 00:00:00.0000000,2933183,29104015,"Ham & Cheese Classic 6-inch, 4 slices","https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/AS/chains/cb7yi/a9d004e0dbcf6ebf76adb903824113c4.jpg?width=%s","https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/AS/chains/cb7yi/a9d004e0dbcf6ebf76adb903824113c4.jpg?width=%s",34040494,,132
"greenwich",2023-05-21 00:00:00.0000000,2933183,29104019,"Ham & Pineapples Classic 6-inch, 4 slices","https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/AS/chains/cb7yi/4afc28c565b5cd6d222d64e439b3879b.jpg?width=%s","https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/AS/chains/cb7yi/4afc28c565b5cd6d222d64e439b3879b.jpg?width=%s",34040498,,132
"greenwich",2023-05-21 00:00:00.0000000,2933183,29104020,"Cheesy Bacon & Ham Classic 6-inch, 4 slices","https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/AS/chains/cb7yi/dfda18c48640d93a5bff5cdc115536ce.jpg?width=%s","https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/AS/chains/cb7yi/dfda18c48640d93a5bff5cdc115536ce.jpg?width=%s",34040499,,132
"greenwich",2023-05-21 00:00:00.0000000,2933183,29104021,"Cheeseburger Classic 6-inch, 4 slices","https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/AS/chains/cb7yi/2eabaeaf9eab35c8c6768e063bc7bb73.jpg?width=%s","https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/AS/chains/cb7yi/2eabaeaf9eab35c8c6768e063bc7bb73.jpg?width=%s",34040500,,132
"greenwich",2023-04-27 00:00:00.0000000,2933184,29104034,"6\" Solo Cheeseburger Classic","https://images.deliveryhero.io/image/fd-ph/Products/29104034.jpg?width=%s","https://images.deliveryhero.io/image/fd-ph/Products/29104034.jpg?width=%s",34040513,,132
