restaurant,date,url_key,menu_categories_id,menu_categories_name
"chowking",2024-02-18 00:00:00.0000000,"chowking-san-andres",514546,"Dimsum"
"chowking",2022-09-04 00:00:00.0000000,"chowking-san-andres",514547,"Desserts"
"chowking",2024-02-18 00:00:00.0000000,"chowking-san-andres",514547,"SuperSangkap Halo-Halo"
"chowking",2024-02-18 00:00:00.0000000,"chowking-san-andres",514548,"Good For Sharing"
"chowking",2024-02-18 00:00:00.0000000,"chowking-san-andres",514549,"Side Dishes"
"chowking",2024-02-18 00:00:00.0000000,"chowking-san-andres",514550,"Drinks"
"chowking",2022-09-04 00:00:00.0000000,"chowking-san-andres",1574285,"Ready-to-Cook"
"chowking",2024-02-18 00:00:00.0000000,"chowking-san-andres",1785058,"Promo"
"chowking",2023-12-12 00:00:00.0000000,"chowking-san-andres",2728048,"#BetterWithCoke"
"chowking",2024-02-18 00:00:00.0000000,"chowking-san-andres",2774742,"Chinese-Style Fried Chicken"
"chowking",2023-05-05 00:00:00.0000000,"chowking-san-andres",2985080,"SuperSangkap Halo-Halo Promo"
"chowking",2023-07-03 00:00:00.0000000,"chowking-san-andres",3080265,"Chinese-Style Fried Chicken Lauriat Promo"
"greenwich",2023-01-15 00:00:00.0000000,"greenwich-pcu-taft",162633,"Overload Pizzas"
"greenwich",2023-01-15 00:00:00.0000000,"greenwich-pcu-taft",162635,"Solo Meals"
"greenwich",2023-01-15 00:00:00.0000000,"greenwich-pcu-taft",162636,"Chicken and Sides"
"greenwich",2023-01-15 00:00:00.0000000,"greenwich-pcu-taft",162637,"Pastas"
"greenwich",2023-01-15 00:00:00.0000000,"greenwich-pcu-taft",162639,"Pizza Deals"
"greenwich",2023-01-15 00:00:00.0000000,"greenwich-pcu-taft",946916,"Classic Pizzas"
"greenwich",2023-01-15 00:00:00.0000000,"greenwich-pcu-taft",1165691,"Drinks"
"greenwich",2023-01-15 00:00:00.0000000,"greenwich-pcu-taft",1643510,"Extreme Overload Pizzas"
"greenwich",2023-01-15 00:00:00.0000000,"greenwich-pcu-taft",1884984,"Snack Pizzas"
"greenwich",2023-01-15 00:00:00.0000000,"greenwich-pcu-taft",1946172,"Bonding Bundles"
"greenwich",2022-11-08 00:00:00.0000000,"greenwich-pcu-taft",2289658,"Limited Time Offer"
"greenwich",2022-11-08 00:00:00.0000000,"greenwich-pcu-taft",2481958,"Spicy Overload Pizza Deals"
"greenwich",2023-01-15 00:00:00.0000000,"greenwich-pcu-taft",2632413,"Bestsellers"
"greenwich",2023-03-16 00:00:00.0000000,"greenwich-pcu-taft",2908195,"What's New"
"greenwich",2023-03-20 00:00:00.0000000,"greenwich-pcu-taft",2911681,"Monday Promo"
"greenwich",2023-03-23 00:00:00.0000000,"greenwich-pcu-taft",2916243,"Buy 1 Take 1 Free Promo"
"greenwich",2023-03-29 00:00:00.0000000,"greenwich-pcu-taft",2928744,"Buy 1 Get 1 Barkada Deal"
"jollibee",2023-01-01 00:00:00.0000000,"jollibee-vito-cruz",383571,"Breakfast"
"jollibee",2023-01-01 00:00:00.0000000,"jollibee-vito-cruz",383589,"Chickenjoy"
"jollibee",2023-01-01 00:00:00.0000000,"jollibee-vito-cruz",383597,"Burgers"
"jollibee",2023-01-01 00:00:00.0000000,"jollibee-vito-cruz",383604,"Jolly Spaghetti"
"jollibee",2023-01-01 00:00:00.0000000,"jollibee-vito-cruz",383607,"Burger Steak"
